"","data","municipio_id","municipio","casos_acumulado","Casos.Estimado","t","Casos.Forecast","Casos.Lo.80","Casos.Hi.80","Casos.Lo.95","Casos.Hi.95","obitos_acumulado","Obitos.Estimado","Obitos.Forecast","Obitos.Lo.80","Obitos.Hi.80","Obitos.Lo.95","Obitos.Hi.95"
"55",2020-06-30,2100154,"Água Doce do Maranhão",244,218.471041074834,55,NA,NA,NA,NA,NA,3,3.05494505494499,NA,NA,NA,NA,NA
"56",2020-07-01,2100154,"Água Doce do Maranhão",267,260.883631298421,56,NA,NA,NA,NA,NA,5,3.05494505494499,NA,NA,NA,NA,NA
"57",2020-07-02,2100154,"Água Doce do Maranhão",276,285.41999501206,57,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"58",2020-07-03,2100154,"Água Doce do Maranhão",276,292.053797154261,58,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"59",2020-07-04,2100154,"Água Doce do Maranhão",284,288.021262064027,59,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"60",2020-07-05,2100154,"Água Doce do Maranhão",316,295.011165809266,60,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"61",2020-07-06,2100154,"Água Doce do Maranhão",323,332.283327252689,61,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"62",2020-07-07,2100154,"Água Doce do Maranhão",347,336.951458814283,62,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"63",2020-07-08,2100154,"Água Doce do Maranhão",347,363.475540472204,63,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"64",2020-07-09,2100154,"Água Doce do Maranhão",375,359.337068156507,64,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"65",2020-07-10,2100154,"Água Doce do Maranhão",395,391.271422232861,65,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"66",2020-07-11,2100154,"Água Doce do Maranhão",446,412.207999451208,66,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"67",2020-07-12,2100154,"Água Doce do Maranhão",474,471.696173723799,67,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"68",2020-07-13,2100154,"Água Doce do Maranhão",499,500.274869231865,68,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"69",2020-07-14,2100154,"Água Doce do Maranhão",507,524.954636276163,69,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"70",2020-07-15,2100154,"Água Doce do Maranhão",510,528.444631563864,70,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"71",2020-07-16,2100154,"Água Doce do Maranhão",521,526.811545491267,71,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"72",2020-07-17,2100154,"Água Doce do Maranhão",531,536.351749973931,72,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"73",2020-07-18,2100154,"Água Doce do Maranhão",536,545.007449970844,73,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"74",2020-07-19,2100154,"Água Doce do Maranhão",536,547.744878833815,74,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"75",2020-07-20,2100154,"Água Doce do Maranhão",536,544.794696046976,75,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"76",2020-07-21,2100154,"Água Doce do Maranhão",540,542.585566326663,76,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"77",2020-07-22,2100154,"Água Doce do Maranhão",540,545.936100855023,77,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"78",2020-07-23,2100154,"Água Doce do Maranhão",550,544.445018417203,78,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"79",2020-07-24,2100154,"Água Doce do Maranhão",550,555.840367937506,79,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"80",2020-07-25,2100154,"Água Doce do Maranhão",557,554.373332542604,80,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"81",2020-07-26,2100154,"Água Doce do Maranhão",557,562.033122160633,81,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"82",2020-07-27,2100154,"Água Doce do Maranhão",557,560.768857916408,82,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"83",2020-07-28,2100154,"Água Doce do Maranhão",567,559.822162773073,83,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"84",2020-07-29,2100154,"Água Doce do Maranhão",567,571.625155561099,84,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"85",2020-07-30,2100154,"Água Doce do Maranhão",567,570.463367984073,85,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"86",2020-07-31,2100154,"Água Doce do Maranhão",569,569.593408510189,86,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"87",2020-08-01,2100154,"Água Doce do Maranhão",570,571.444350899881,87,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"88",2020-08-02,2100154,"Água Doce do Maranhão",572,572.081546036308,88,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"89",2020-08-03,2100154,"Água Doce do Maranhão",572,574.061062579982,89,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"90",2020-08-04,2100154,"Água Doce do Maranhão",573,573.543346609294,90,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"91",2020-08-05,2100154,"Água Doce do Maranhão",573,574.406863991065,91,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"92",2020-08-06,2100154,"Água Doce do Maranhão",575,574.053475421579,92,NA,NA,NA,NA,NA,5,5.05494505494499,NA,NA,NA,NA,NA
"93",2020-08-07,2100154,"Água Doce do Maranhão",NA,NA,93,576.29123185637,565.303606584211,587.278857128528,559.487109113247,593.095354599493,NA,NA,5.05494505494499,4.70462109140706,5.40526901848292,4.51917078731817,5.59071932257181
"94",2020-08-08,2100154,"Água Doce do Maranhão",NA,NA,94,577.582463712739,559.983479060153,595.181448365326,550.667139342718,604.497788082761,NA,NA,5.10989010988999,4.61445720943035,5.60532301034963,4.35219087424162,5.86758934553835
"95",2020-08-09,2100154,"Água Doce do Maranhão",NA,NA,95,578.873695569109,554.744379081227,603.003012056991,541.971090508719,615.776300629499,NA,NA,5.16483516483498,4.55805626087838,5.77161406879158,4.23684691191732,6.09282341775264
"96",2020-08-10,2100154,"Água Doce do Maranhão",NA,NA,96,580.164927425479,549.286751825824,611.043103025134,532.940833045859,627.389021805099,NA,NA,5.21978021977998,4.51913229270412,5.92042814685584,4.14823168452633,6.29132875503362
"97",2020-08-11,2100154,"Água Doce do Maranhão",NA,NA,97,581.456159281849,543.52632191725,619.385996646448,523.447478887874,639.464839675824,NA,NA,5.27472527472497,4.491377078107,6.05807347134294,4.07669759171623,6.47275295773371
"98",2020-08-12,2100154,"Água Doce do Maranhão",NA,NA,98,582.747391138219,537.436340877512,628.058441398925,513.450119767847,652.04466250859,NA,NA,5.32967032966996,4.47155537433266,6.18778528500727,4.01729675667089,6.64204390266903
"99",2020-08-13,2100154,"Água Doce do Maranhão",NA,NA,99,584.038622994588,531.010774394407,637.06647159477,502.939527001653,665.137718987523,NA,NA,5.38461538461496,4.45774529878714,6.31148547044278,3.96708991360662,6.80214085562329
"100",2020-08-14,2100154,"Água Doce do Maranhão",NA,NA,100,585.329854850958,524.252102960913,646.407606741004,491.919494175935,678.740215525982,NA,NA,5.43956043955995,4.44869463864068,6.43042624047923,3.92416196826322,6.95495891085668
"101",2020-08-15,2100154,"Água Doce do Maranhão",NA,NA,101,586.621086707328,517.166473605004,656.075699809652,480.399422358715,692.842751055941,NA,NA,5.49450549450494,4.44353360389116,6.54547738511873,3.88718269162448,7.10182829738541
"102",2020-08-16,2100154,"Água Doce do Maranhão",NA,NA,102,587.912318563698,509.761553359197,666.063083768198,468.391037264357,707.433599863039,NA,NA,5.54945054944994,4.4416289057323,6.65727219316758,3.85518355204057,7.24371754685931
"103",2020-08-17,2100154,"Água Doce do Maranhão",NA,NA,103,589.203550420068,502.045515233179,676.361585606956,455.90683843253,722.500262407605,NA,NA,5.60439560439493,4.44250246226947,6.76628874652039,3.82743338634931,7.38135782244056
"104",2020-08-18,2100154,"Água Doce do Maranhão",NA,NA,104,590.494782276437,494.02654332136,686.963021231515,442.959342355525,738.030222197349,NA,NA,5.65934065933993,4.44578285142672,6.87289846725313,3.80336415350461,7.51531716517525
"105",2020-08-19,2100154,"Água Doce do Maranhão",NA,NA,105,591.786014132807,485.712591214789,697.859437050825,429.560713001165,754.01131526445,NA,NA,5.71428571428492,4.45117470072514,6.9773967278447,3.78252412028225,7.64604730828759
"106",2020-08-20,2100154,"Água Doce do Maranhão",NA,NA,106,593.077245989177,477.111269409312,709.043222569042,415.722589618434,770.431902359919,NA,NA,5.76923076922991,4.45843852329429,7.08002301516553,3.76454702312062,7.77391451533921
"107",2020-05-03,2100808,"Anapurus",1,1.00610526010527,1,NA,NA,NA,NA,NA,0,6.31578631579118e-05,NA,NA,NA,NA,NA
"108",2020-05-04,2100808,"Anapurus",1,8.10526315792534,2,NA,NA,NA,NA,NA,0,0.0631578947371075,NA,NA,NA,NA,NA
"109",2020-05-05,2100808,"Anapurus",3,8.10526315789474,3,NA,NA,NA,NA,NA,0,0.0631578947368355,NA,NA,NA,NA,NA
"110",2020-05-06,2100808,"Anapurus",3,10.1052631578947,4,NA,NA,NA,NA,NA,0,0.0631578947368355,NA,NA,NA,NA,NA
"111",2020-05-07,2100808,"Anapurus",6,10.1052631578947,5,NA,NA,NA,NA,NA,0,0.0631578947368355,NA,NA,NA,NA,NA
"112",2020-05-08,2100808,"Anapurus",9,13.1052631578947,6,NA,NA,NA,NA,NA,0,0.0631578947368355,NA,NA,NA,NA,NA
"113",2020-05-09,2100808,"Anapurus",10,16.1052631578947,7,NA,NA,NA,NA,NA,0,0.0631578947368355,NA,NA,NA,NA,NA
"114",2020-05-10,2100808,"Anapurus",10,17.1052631578947,8,NA,NA,NA,NA,NA,0,0.0631578947368355,NA,NA,NA,NA,NA
"115",2020-05-11,2100808,"Anapurus",11,17.1052631578947,9,NA,NA,NA,NA,NA,0,0.0631578947368354,NA,NA,NA,NA,NA
"116",2020-05-12,2100808,"Anapurus",13,18.1052631578947,10,NA,NA,NA,NA,NA,0,0.0631578947368355,NA,NA,NA,NA,NA
"117",2020-05-13,2100808,"Anapurus",14,20.1052631578947,11,NA,NA,NA,NA,NA,0,0.0631578947368355,NA,NA,NA,NA,NA
"118",2020-05-14,2100808,"Anapurus",14,21.1052631578947,12,NA,NA,NA,NA,NA,0,0.0631578947368354,NA,NA,NA,NA,NA
"119",2020-05-15,2100808,"Anapurus",19,21.1052631578947,13,NA,NA,NA,NA,NA,0,0.0631578947368354,NA,NA,NA,NA,NA
"120",2020-05-16,2100808,"Anapurus",19,26.1052631578947,14,NA,NA,NA,NA,NA,0,0.0631578947368355,NA,NA,NA,NA,NA
"121",2020-05-17,2100808,"Anapurus",20,26.1052631578947,15,NA,NA,NA,NA,NA,0,0.0631578947368355,NA,NA,NA,NA,NA
"122",2020-05-18,2100808,"Anapurus",38,27.1052631578947,16,NA,NA,NA,NA,NA,0,0.0631578947368354,NA,NA,NA,NA,NA
"123",2020-05-19,2100808,"Anapurus",54,45.1052631578947,17,NA,NA,NA,NA,NA,0,0.0631578947368354,NA,NA,NA,NA,NA
"124",2020-05-20,2100808,"Anapurus",54,61.1052631578947,18,NA,NA,NA,NA,NA,0,0.0631578947368354,NA,NA,NA,NA,NA
"125",2020-05-21,2100808,"Anapurus",54,61.1052631578947,19,NA,NA,NA,NA,NA,0,0.0631578947368356,NA,NA,NA,NA,NA
"126",2020-05-22,2100808,"Anapurus",54,61.1052631578947,20,NA,NA,NA,NA,NA,0,0.0631578947368354,NA,NA,NA,NA,NA
"127",2020-05-23,2100808,"Anapurus",55,61.1052631578947,21,NA,NA,NA,NA,NA,0,0.0631578947368354,NA,NA,NA,NA,NA
"128",2020-05-24,2100808,"Anapurus",102,62.1052631578947,22,NA,NA,NA,NA,NA,1,0.0631578947368356,NA,NA,NA,NA,NA
"129",2020-05-25,2100808,"Anapurus",102,109.105263157895,23,NA,NA,NA,NA,NA,1,1.06315789473684,NA,NA,NA,NA,NA
"130",2020-05-26,2100808,"Anapurus",144,109.105263157895,24,NA,NA,NA,NA,NA,1,1.06315789473684,NA,NA,NA,NA,NA
"131",2020-05-27,2100808,"Anapurus",144,151.105263157895,25,NA,NA,NA,NA,NA,1,1.06315789473684,NA,NA,NA,NA,NA
"132",2020-05-28,2100808,"Anapurus",158,151.105263157895,26,NA,NA,NA,NA,NA,1,1.06315789473684,NA,NA,NA,NA,NA
"133",2020-05-29,2100808,"Anapurus",190,165.105263157895,27,NA,NA,NA,NA,NA,1,1.06315789473684,NA,NA,NA,NA,NA
"134",2020-05-30,2100808,"Anapurus",210,197.105263157895,28,NA,NA,NA,NA,NA,1,1.06315789473684,NA,NA,NA,NA,NA
"135",2020-05-31,2100808,"Anapurus",210,217.105263157895,29,NA,NA,NA,NA,NA,1,1.06315789473684,NA,NA,NA,NA,NA
"136",2020-06-01,2100808,"Anapurus",210,217.105263157895,30,NA,NA,NA,NA,NA,1,1.06315789473684,NA,NA,NA,NA,NA
"137",2020-06-02,2100808,"Anapurus",230,217.105263157895,31,NA,NA,NA,NA,NA,1,1.06315789473684,NA,NA,NA,NA,NA
"138",2020-06-03,2100808,"Anapurus",253,237.105263157895,32,NA,NA,NA,NA,NA,1,1.06315789473684,NA,NA,NA,NA,NA
"139",2020-06-04,2100808,"Anapurus",300,260.105263157895,33,NA,NA,NA,NA,NA,1,1.06315789473684,NA,NA,NA,NA,NA
"140",2020-06-05,2100808,"Anapurus",300,307.105263157895,34,NA,NA,NA,NA,NA,1,1.06315789473684,NA,NA,NA,NA,NA
"141",2020-06-06,2100808,"Anapurus",300,307.105263157895,35,NA,NA,NA,NA,NA,1,1.06315789473684,NA,NA,NA,NA,NA
"142",2020-06-07,2100808,"Anapurus",345,307.105263157895,36,NA,NA,NA,NA,NA,1,1.06315789473684,NA,NA,NA,NA,NA
"143",2020-06-08,2100808,"Anapurus",345,352.105263157895,37,NA,NA,NA,NA,NA,1,1.06315789473684,NA,NA,NA,NA,NA
"144",2020-06-09,2100808,"Anapurus",346,352.105263157895,38,NA,NA,NA,NA,NA,2,1.06315789473684,NA,NA,NA,NA,NA
"145",2020-06-10,2100808,"Anapurus",365,353.105263157895,39,NA,NA,NA,NA,NA,2,2.06315789473684,NA,NA,NA,NA,NA
"146",2020-06-11,2100808,"Anapurus",365,372.105263157895,40,NA,NA,NA,NA,NA,2,2.06315789473684,NA,NA,NA,NA,NA
"147",2020-06-12,2100808,"Anapurus",382,372.105263157895,41,NA,NA,NA,NA,NA,2,2.06315789473684,NA,NA,NA,NA,NA
"148",2020-06-13,2100808,"Anapurus",382,389.105263157895,42,NA,NA,NA,NA,NA,2,2.06315789473684,NA,NA,NA,NA,NA
"149",2020-06-14,2100808,"Anapurus",384,389.105263157895,43,NA,NA,NA,NA,NA,3,2.06315789473684,NA,NA,NA,NA,NA
"150",2020-06-15,2100808,"Anapurus",384,391.105263157895,44,NA,NA,NA,NA,NA,3,3.06315789473684,NA,NA,NA,NA,NA
"151",2020-06-16,2100808,"Anapurus",384,391.105263157895,45,NA,NA,NA,NA,NA,3,3.06315789473684,NA,NA,NA,NA,NA
"152",2020-06-17,2100808,"Anapurus",384,391.105263157895,46,NA,NA,NA,NA,NA,3,3.06315789473684,NA,NA,NA,NA,NA
"153",2020-06-18,2100808,"Anapurus",384,391.105263157895,47,NA,NA,NA,NA,NA,3,3.06315789473684,NA,NA,NA,NA,NA
"154",2020-06-19,2100808,"Anapurus",391,391.105263157895,48,NA,NA,NA,NA,NA,3,3.06315789473684,NA,NA,NA,NA,NA
"155",2020-06-20,2100808,"Anapurus",392,398.105263157895,49,NA,NA,NA,NA,NA,4,3.06315789473684,NA,NA,NA,NA,NA
"156",2020-06-21,2100808,"Anapurus",411,399.105263157895,50,NA,NA,NA,NA,NA,4,4.06315789473684,NA,NA,NA,NA,NA
"157",2020-06-22,2100808,"Anapurus",433,418.105263157895,51,NA,NA,NA,NA,NA,4,4.06315789473684,NA,NA,NA,NA,NA
"158",2020-06-23,2100808,"Anapurus",472,440.105263157895,52,NA,NA,NA,NA,NA,4,4.06315789473684,NA,NA,NA,NA,NA
"159",2020-06-24,2100808,"Anapurus",471,479.105263157895,53,NA,NA,NA,NA,NA,4,4.06315789473684,NA,NA,NA,NA,NA
"160",2020-06-25,2100808,"Anapurus",482,478.105263157895,54,NA,NA,NA,NA,NA,4,4.06315789473684,NA,NA,NA,NA,NA
"161",2020-06-26,2100808,"Anapurus",486,489.105263157895,55,NA,NA,NA,NA,NA,4,4.06315789473684,NA,NA,NA,NA,NA
"162",2020-06-27,2100808,"Anapurus",491,493.105263157895,56,NA,NA,NA,NA,NA,4,4.06315789473684,NA,NA,NA,NA,NA
"163",2020-06-28,2100808,"Anapurus",511,498.105263157895,57,NA,NA,NA,NA,NA,4,4.06315789473684,NA,NA,NA,NA,NA
"164",2020-06-29,2100808,"Anapurus",515,518.105263157895,58,NA,NA,NA,NA,NA,4,4.06315789473684,NA,NA,NA,NA,NA
"165",2020-06-30,2100808,"Anapurus",515,522.105263157895,59,NA,NA,NA,NA,NA,4,4.06315789473684,NA,NA,NA,NA,NA
"166",2020-07-01,2100808,"Anapurus",515,522.105263157895,60,NA,NA,NA,NA,NA,4,4.06315789473684,NA,NA,NA,NA,NA
"167",2020-07-02,2100808,"Anapurus",516,522.105263157895,61,NA,NA,NA,NA,NA,4,4.06315789473684,NA,NA,NA,NA,NA
"168",2020-07-03,2100808,"Anapurus",516,523.105263157895,62,NA,NA,NA,NA,NA,4,4.06315789473684,NA,NA,NA,NA,NA
"169",2020-07-04,2100808,"Anapurus",516,523.105263157895,63,NA,NA,NA,NA,NA,4,4.06315789473684,NA,NA,NA,NA,NA
"170",2020-07-05,2100808,"Anapurus",516,523.105263157895,64,NA,NA,NA,NA,NA,4,4.06315789473684,NA,NA,NA,NA,NA
"171",2020-07-06,2100808,"Anapurus",516,523.105263157895,65,NA,NA,NA,NA,NA,4,4.06315789473684,NA,NA,NA,NA,NA
"172",2020-07-07,2100808,"Anapurus",517,523.105263157895,66,NA,NA,NA,NA,NA,4,4.06315789473684,NA,NA,NA,NA,NA
